section_id,goods_train_flag,krank_special_flag,train_length_m,train_type,priority_class,goods_corridor_active,historical_goods_throughput,line_type,signaling_system,block_section_line,weather_severity,flat_tyre_incidents_last_hr,maintenance_block_active,headway_ahead_min,current_delay_prev_min,section_speed_profile,congestion_next_block,time_of_day_hour,protocol_id,delay_next_min,recommended_action
S9997,0,0,684.5710919257176,express,1,0,6.715185615421015,double,ABS,Main,0,0,0,13.29057098999975,2.458741149761097,76.94041049541342,1,2.8871133348390607,S.R.19.01,11.280699339099105,NORMAL
S9998,1,0,721.1540202290474,express,1,0,8.098646828919593,multiple,ABS,Loop,0,0,0,12.178205436781957,4.089580212272936,105.63370542954584,3,15.455276364650473,G&R.57,11.970381727485314,NORMAL
S9999,1,0,766.5608516462546,passenger,3,1,5.875192852060467,multiple,ABS,Loop,3,1,0,8.675847489474874,5.619788965951275,85.12820680212602,1,2.323522590492236,PR104,41.75117745622074,NORMAL
S10000,1,0,484.26472562034735,goods,4,0,13.465836975613126,double,ABS,Up,1,1,0,15.308119209488094,0.5435649418159848,95.76450999379652,4,13.76961090553507,S.R.7.02,0.5957437900739487,NORMAL
S10001,1,1,456.1505413573787,passenger,3,0,5.24393837888599,double,ABS,Up,1,0,0,16.182317647409942,2.84824514860721,91.007429757674,1,23.59600509010105,M5,1.4373812990755432,NORMAL
S10002,1,0,759.1337187637808,goods,4,0,5.556917354596751,multiple,AWS,Down,1,0,0,13.475591016936239,3.5732678841194736,86.10055066725607,3,19.18862505244791,PR101,7.736184559788221,SPEED_90kmph
S10003,1,0,700.3513237296983,express,5,1,6.079289571541228,multiple,AT,Main,4,0,0,13.275199255252936,3.248083979310084,93.24779259829248,2,18.047965452320504,G&R.61,13.84367417511985,NORMAL
S10004,1,0,547.4537571757238,passenger,4,0,5.052773223789682,single,AWS,Down,0,0,0,6.154053987593784,2.8424232535821434,91.5874979985768,7,22.738660244171594,S.R.6.04,13.17267867363734,NORMAL
S10005,0,0,541.2493388022774,goods,1,0,7.883316097293189,double,ABS,Down,3,0,1,9.611552820244578,1.1705027829974386,83.98268853740501,5,9.583548301664845,W4,16.422729369193615,NORMAL
S10006,1,0,638.3236706747623,goods,4,1,6.767441213347355,single,ABS,Main,3,1,0,13.899619275147005,2.1857707617600286,75.76461713042846,4,8.955851924348899,G&R.53,4.6653983695955645,NORMAL
S10007,1,0,716.4003440300216,passenger,3,1,7.154198186117648,single,ABS,Up,0,0,0,12.931459141006684,2.932426235351489,100.96821404307777,2,23.829210673380384,G&R.70,14.69716791626643,NORMAL
S10008,0,0,715.0001583764214,goods,1,0,9.525938135049596,multiple,ABS,Loop,1,0,0,9.931676032993584,8.557846247881521,113.23445138265078,6,23.57890158196469,PR115,2.977522235808572,NORMAL
S10009,0,0,530.9295025106666,express,1,0,7.877001369224148,double,AT,Loop,1,1,0,13.421079877176071,0.5431857727143155,94.44436881633366,2,6.753751991771166,PR111,2.9699471355690332,NORMAL
S10010,0,0,515.7705964698173,express,3,0,5.8843288512668845,single,ABS,Down,3,0,0,16.250708340450533,3.2638431096370026,80.76693023796341,1,13.018392708077581,S.R.20.01,59.27334189059332,NORMAL
S10011,0,0,693.8948489844685,express,4,0,5.641921666989543,double,ABS,Up,2,0,0,9.833658781147562,0.3537173374473384,69.27238280868936,3,19.601887951743862,G&R.50,6.272126428124491,NORMAL
S10012,0,0,593.9002269957148,goods,3,1,9.213876934831532,double,ABS,Down,4,0,0,8.174863981720106,1.8044044713208685,65.02746211968699,2,23.165886111658736,M2,12.141938669388267,NORMAL
S10013,1,0,629.8923986883742,goods,1,0,9.198561583051557,double,AWS,Down,0,0,0,19.429421936762708,7.5789383832832415,77.24583673688812,3,0.2429481951804684,QREE,2.603271792060303,NORMAL
S10014,1,0,529.1543527798837,express,4,1,6.254936929728002,single,AT,Main,2,0,0,13.231148209218787,2.917061648507481,95.32525405169412,2,15.426879044395871,S.R.10.01,7.905454977280721,NORMAL
S10015,1,0,585.6796514067781,passenger,1,0,5.280149314231165,double,ABS,Loop,0,0,0,11.946251452769825,0.1457767596670551,93.8432788064212,0,18.791782071676465,G&R.53,6.650150621039376,NORMAL
S10016,1,0,458.8551119141385,express,4,0,6.873341023343729,double,AT,Up,2,0,0,14.117255344861787,0.5441457550363058,77.99329322960433,0,14.545536394639122,S.R.10.02,20.0151948364364,NORMAL
S10017,1,0,558.9934864989173,express,3,0,7.192301575113403,double,ABS,Loop,0,1,0,14.375746891529767,0.5033459448493561,68.5152176054022,1,0.8548539012004515,G&R.73,5.539217323121032,NORMAL
S10018,1,0,800.9488238208443,goods,3,0,7.442307444322924,single,ABS,Loop,0,0,1,15.368425036357502,3.1380532076401977,93.3136577561047,1,9.30457202174599,S.R.8.01,16.511959867481618,NORMAL
S10019,1,0,644.9946798378459,passenger,1,0,8.280362433332572,single,ABS,Main,0,0,0,12.836662237760851,1.364905222633478,106.98657708595664,0,14.761368147212586,S.R.16.01,15.296348348633245,NORMAL
S10020,1,0,541.9542113493503,express,3,0,9.496122971037881,double,AWS,Up,3,1,1,7.112679963216741,1.1421178837541435,108.54287700538526,3,9.36229908912697,EI1,58.39464964451089,NORMAL
S10021,1,0,706.4052329258728,express,3,1,6.138185932752782,multiple,ABS,Loop,4,1,0,13.962111509839206,16.372572517820164,91.4059733878778,1,12.207598217610085,EI1,72.69259253244826,NORMAL
S10022,0,0,696.742178644297,passenger,3,0,4.937147737543313,single,ABS,Loop,3,0,0,8.229148620750104,1.9472716859468548,95.8825708548,4,17.27350023698449,S.R.7.01,0.8877660166226524,NORMAL
S10023,1,0,689.4684189699165,express,3,1,7.168208350592506,double,AT,Down,2,0,0,5.555318748039176,1.1509365084236478,79.71412412556018,2,8.04543115981275,S.R.6.04,44.23531037274871,NORMAL
S10024,0,0,609.5090156091193,goods,1,0,9.108038157459797,double,ABS,Main,0,0,0,3.622822264087354,2.6662149457430973,99.5778511738727,1,8.93759446235957,PR106,3.61752811215981,NORMAL
S10025,1,0,558.9203090608912,express,5,0,6.125847079478457,single,ABS,Main,5,0,0,15.251028233232637,4.832780209274371,85.09656480972953,1,22.36419245924377,G&R.49,3.561031632699125,ROUTE_DFC
S10026,0,1,592.6647181605574,goods,1,1,9.028863572043996,single,AT,Up,2,1,1,13.485199836719032,6.511046149764074,85.37718429150466,2,11.857471213419378,G&R.53,11.39063027667546,NORMAL
S10027,0,0,734.5235420023799,passenger,3,0,7.662771902623421,single,ABS,Main,1,0,0,17.66548352561695,2.411142480929085,75.42925927369144,3,18.860619426786435,S.R.16.02,5.3303788138868855,NORMAL
S10028,1,0,741.3455036949063,goods,3,1,5.8067879538724565,double,AT,Up,2,0,0,14.637725290469344,1.1631668883613764,86.24047031038269,5,15.502563341113465,PR107,11.420342149182455,NORMAL
S10029,1,0,670.1818600178182,goods,5,1,9.889243005932085,single,ABS,Loop,4,0,0,11.263886057717237,0.2174371782954499,97.89478950932053,2,15.48280356221894,S.R.14.01,14.414316072873186,NORMAL
S10030,1,0,565.1761226355092,goods,5,0,6.884098051573411,multiple,ABS,Up,1,0,0,18.25815428642,0.8081138479045737,102.73234187354701,1,8.81491593949234,W1,0.5830107178704731,SPEED_50kmph
S10031,0,1,735.1871775931625,goods,1,1,9.577769104485212,double,AWS,Up,1,0,0,7.767885652318856,1.0004083185557986,106.63456340390115,2,20.247208485919266,S.R.14.01,0.6503515184538267,NORMAL
S10032,0,0,631.232789453097,passenger,3,0,4.556256197474246,double,AT,Loop,1,0,0,11.662956537071901,4.503997713226138,95.02691644258651,3,14.175296252788801,G&R.69,5.111390131267802,NORMAL
S10033,0,0,695.5769529171007,goods,3,1,7.464956629756377,multiple,ABS,Up,2,0,1,12.766942688279219,0.71306787507239,92.89904252234574,3,19.909537468168715,S.R.19.01,0.4729756056090921,NORMAL
S10034,1,0,726.8079037935378,goods,4,0,12.468537638985648,double,ABS,Down,2,0,0,15.298854378355994,12.08183295977973,75.87945702555764,0,12.797095560202287,PR116,25.642688559928764,NORMAL
S10035,1,1,614.2756336509194,passenger,1,0,10.190468540690656,double,AT,Main,0,0,0,12.781433754978941,0.40225945704477095,81.77780177523836,1,19.967376446498058,S.R.11.02,9.981867307785341,NORMAL
S10036,0,0,459.7516362836682,goods,4,0,6.612388636469074,single,ABS,Main,2,1,0,15.1228905193827,4.380622570453311,115.34665341547995,4,9.987104773507546,G&R.53,1.0862027998370822,NORMAL
S10037,1,0,671.7091958793468,passenger,5,0,7.878762737377068,single,AT,Main,0,0,0,16.165514996734107,1.0920026649868826,95.96572872332021,2,14.73741963243547,S.R.15.01,37.0294540569231,NORMAL
S10038,1,0,565.5223915719712,goods,1,0,6.719960595188811,single,AWS,Down,2,0,0,17.26852304475716,3.873324216332324,103.52519811739596,4,6.153782459261659,G&R.65,28.00834590572787,NORMAL
S10039,1,0,749.9573891081835,passenger,5,0,5.466728098434949,double,ABS,Up,0,0,0,7.375678815843805,11.29594888924958,61.70663598715848,2,1.9027377749930192,PR102,12.418924073557292,SPEED_70kmph
S10040,0,0,791.2392943565137,express,5,0,6.9982666887645175,double,AWS,Down,1,0,1,25.49433451696556,8.539095166061013,103.94945350578575,3,7.498870179172468,PR112,6.174428272276631,NORMAL
S10041,1,0,498.71039295891194,goods,1,0,8.238197045225416,double,ABS,Down,0,1,0,10.502404928670343,10.667056422550562,104.80024197522299,3,13.809800789352082,S.R.8.01,3.8931885864088,NORMAL
S10042,1,0,571.4146477408746,express,3,0,8.17473795278873,single,AT,Down,2,0,0,5.0071065502249335,1.089590641845378,101.48846839958343,4,9.819226087950025,S.R.6.01,17.62469336692857,ROUTE_LOOP
S10043,1,0,616.8297649743206,goods,3,1,4.893840736739747,double,ABS,Up,5,0,0,13.89197534128274,5.519122359017333,105.13996972323119,2,14.567566905396099,G&R.57,0.4629459917963668,NORMAL
S10044,0,0,833.5075066499023,passenger,3,0,7.013684197334633,single,AT,Up,0,0,0,10.457171300423148,7.973168859884952,77.6451507354499,1,10.485482836097159,G&R.58,0.8261566844402612,NORMAL
S10045,1,0,639.0661551761234,passenger,3,0,3.319991539282449,multiple,AT,Main,1,0,0,10.840632569397734,1.7758725098616395,102.15593107125741,1,18.427006416944568,S.R.8.01,1.1579744204200602,NORMAL
S10046,1,0,556.2134489978246,passenger,3,0,7.541651675095935,double,ABS,Main,1,0,0,7.131044667122797,2.396757914558202,113.1886459175535,3,16.80331086961728,M8,6.414743124189836,NORMAL
S10047,1,1,691.5082975492505,passenger,3,1,8.750555954504259,single,ABS,Down,1,0,0,13.572234913273352,3.9476017825836087,100.653939290819,2,20.99216202755334,PR102,10.664389234057255,SPEED_70kmph
S10048,0,0,413.8226585532539,passenger,5,0,8.0657248554301,single,AT,Loop,3,0,1,12.4479074642977,2.1981260064532138,98.4342641992749,3,2.597700457643443,PR107,10.098613603213822,NORMAL
S10049,0,0,741.0468185923406,express,3,0,10.677733639849285,multiple,ABS,Loop,2,0,0,14.855881298118472,0.3508135804923994,81.74419827255288,2,21.54730287892655,PR100,0.42180544940037423,WAIT_120s
S10050,0,0,698.7711921648308,goods,4,0,2.36666665368765,single,AT,Up,5,0,0,13.022943917916512,4.062056803160187,77.06509569105997,2,22.075406982267335,PR103,0.5112376919019168,SPEED_60kmph
S10051,1,0,610.3301612686056,express,4,0,7.535636237188187,double,AWS,Main,2,0,0,14.737331312680192,0.060638884497303064,92.46876165231382,1,3.5431138911070708,G&R.59,3.4850942469540005,NORMAL
S10052,0,0,625.4432097353674,passenger,4,0,8.880626703215313,double,ABS,Loop,3,0,0,9.682534976897575,2.7529278688531575,100.15239699093044,1,4.12009049950939,M8,10.857193124829044,NORMAL
S10053,1,0,596.2797732411316,express,1,0,12.199903835146461,multiple,AT,Main,4,0,0,11.410977626613104,0.12670797486431737,110.15886734219056,2,6.753449690837145,S.R.11.01,3.932375376226227,NORMAL
S10054,1,0,628.1446428506961,goods,3,0,8.239191849169117,single,ABS,Loop,0,0,0,18.982513227612742,3.9740720953720023,90.5238867387809,1,23.419116496090606,S.R.10.02,2.930926513250505,NORMAL
S10055,1,0,724.3841399707126,express,3,0,6.847472036750911,double,AT,Up,4,0,0,14.641555250480698,0.31996965831471313,69.11598795649654,3,18.213650848066468,G&R.66,21.318811138440907,NORMAL
S10056,1,0,612.9174614544802,goods,1,0,10.098746255890042,single,ABS,Main,1,0,0,7.565656162102681,5.2626634134210475,87.56008544528832,0,8.986633639022273,PR119,0.018116697318377187,NORMAL
S10057,0,0,532.9517020255906,goods,3,0,4.979119116834671,double,ABS,Loop,0,1,0,13.512797613514568,16.754887781482115,110.9349458781203,3,11.371945326787674,S.R.12.01,0.5991230789903669,NORMAL
S10058,1,0,698.5388835353285,goods,3,0,8.97381483416674,single,AT,Main,1,0,0,16.171661191818867,5.422675338708253,84.3404904243792,2,5.114309403001847,PR116,6.5773683884817755,NORMAL
S10059,1,0,458.4554978092729,goods,1,1,13.301082808235432,double,AT,Loop,2,0,0,16.301943483687126,0.4972709252743914,94.82223396798214,2,3.3486044317183765,S.R.8.02,16.473534899651266,NORMAL
S10060,1,0,465.9628920282565,goods,3,0,8.305413255700161,double,ABS,Down,5,0,0,7.075820004748342,1.1062097889884155,118.41835493985104,2,9.68237749993503,PR115,5.535677184781763,NORMAL
S10061,1,0,731.1656857328603,express,4,0,7.77839800487329,double,ABS,Loop,2,0,0,11.593341488984665,6.378964532506888,104.35555150562551,4,12.317930329392263,S.R.9.02,63.2113015165422,NORMAL
S10062,1,0,587.5936909106276,passenger,1,0,6.340651224956473,double,AT,Up,2,0,0,12.415044426134207,1.570816844442071,78.70621991917328,2,14.277215887382692,PR104,44.56003052637011,NORMAL
S10063,1,0,631.8705528392263,goods,1,0,10.10740163815594,multiple,AT,Main,1,0,0,9.86089812054719,0.22571875746550077,83.56349793434204,3,7.630223088164714,PR107,0.4718683151243397,NORMAL
S10064,1,0,489.0592761140438,goods,1,0,4.956045554382872,double,AWS,Down,2,1,0,15.040501704008218,0.0605464471970432,78.6898188100489,0,3.2572866934856286,G&R.59,12.731341289327831,NORMAL
S10065,1,0,672.611182631701,express,3,0,5.604151434879951,single,ABS,Up,2,1,0,11.059383950434254,3.3177556236265358,97.91139202048676,1,1.5508520377206096,S.R.8.02,14.127682798915643,NORMAL
S10066,1,0,682.2173471188516,goods,4,1,5.756239443425182,double,AT,Up,1,0,0,5.836027157060094,6.392896089745717,105.0752826050035,5,3.2274847905223156,CA1,11.168051610676898,NORMAL
S10067,0,0,726.439082518595,express,1,0,8.819641935577195,double,ABS,Down,1,0,0,16.95018439717407,1.6748719836513664,65.28089045261225,1,9.973221958410338,S.R.6.02,13.149086565610085,NORMAL
S10068,1,0,651.615326793626,express,5,0,4.2893007188399395,double,ABS,Up,3,1,0,18.495726524806734,0.06069295626020337,93.37510748025475,1,18.430029337010513,M3,21.288436247813397,NORMAL
S10069,0,0,583.741571729528,passenger,4,0,4.918796077843277,single,ABS,Main,2,0,0,25.8197611326304,1.0659015899481852,101.55054427136544,2,17.717412835652592,PR109,13.42816629002167,NORMAL
S10070,0,0,756.5302599162695,goods,5,0,8.561280299979385,single,ABS,Up,3,0,0,14.7839269630121,5.274474227108076,103.13872130944276,1,14.107318669917962,PR107,11.730858760844242,NORMAL
S10071,0,0,644.9228418468849,passenger,4,0,9.389434859629965,single,ABS,Up,2,0,0,11.170553060821574,0.9524191158440409,94.28542948330931,1,16.04489884294972,S.R.8.03,1.2059849032911463,NORMAL
S10072,1,0,661.1295376232138,express,3,1,7.835392608093592,multiple,AWS,Loop,1,0,1,15.422668605849339,2.9033580371484375,86.88887580090498,1,13.813149773423545,G&R.54,4.308123686938236,NORMAL
S10073,1,0,599.9399672524626,goods,1,0,10.343515028026626,multiple,ABS,Loop,1,0,0,14.418807001349697,3.3342560456958634,71.97986635356989,3,18.5941008041727,G&R.72,8.067575381012293,NORMAL
S10074,0,0,610.0774949898994,goods,3,0,9.137520607626243,single,ABS,Up,0,0,0,13.17273391200625,2.5054641771166386,92.18062108577124,3,15.682837754346693,G&R.63,1.1466599953416023,NORMAL
S10075,1,1,561.9337003901061,goods,3,1,5.3222895427344685,double,ABS,Up,1,0,0,6.978903825125667,0.6674861632772263,83.00513815190739,2,22.595239886332987,AT1,11.353812304377811,NORMAL
S10076,1,1,571.8688895585901,goods,1,0,6.3839883428274256,double,ABS,Up,1,0,0,10.418275381301836,0.6499204666459253,88.94523328059256,5,10.553462011456205,G&R.73,7.265996682114983,NORMAL
S10077,1,0,582.956444014208,goods,4,1,6.195622932986321,double,ABS,Down,2,0,1,7.059354526430634,0.4910682922916705,102.5994203519764,3,11.531356708750756,PR115,5.398320117067068,NORMAL
S10078,1,0,640.3301064867762,express,1,0,8.660500269067086,single,AT,Up,4,0,0,18.176499846611478,2.592190405190653,65.01249244125202,6,19.386966264292795,AWS1,2.7652832595467878,NORMAL
S10079,0,0,499.3990072720713,goods,3,0,4.8752246763300695,double,ABS,Up,4,0,0,10.857233439253275,2.112969624834752,90.57746027676916,2,0.8978261913156826,G&R.51,6.714777638138306,NORMAL
S10080,1,0,602.442472168532,goods,4,1,6.688183811956915,single,ABS,Down,2,0,0,19.50692264002398,4.86648067521371,82.23030535016397,2,9.130475706002818,S.R.23.01,42.934788636825516,NORMAL
S10081,1,0,556.6389688550968,express,3,1,9.2772068312431,multiple,AT,Up,1,0,1,11.466895886553731,5.224030916332023,83.71689442895956,4,15.788513850367185,S.R.11.02,18.938730572032554,NORMAL
S10082,1,0,572.0827076457067,goods,4,0,8.823211410213727,single,AWS,Down,4,0,0,14.623347755124428,7.009279415843425,82.10226868124514,2,11.348678214443765,PR112,5.794688936539353,NORMAL
S10083,1,0,643.8119948109883,express,1,1,7.294498304461781,multiple,ABS,Loop,3,1,0,18.253252778166452,3.260630644370485,86.24049614524304,2,22.22162282054113,PR110,33.54637138415136,NORMAL
S10084,1,0,599.9523947454826,express,1,0,5.6922217968403235,double,ABS,Loop,0,0,0,6.090705584797353,3.0434849756487883,99.98037971624416,3,2.890289334301764,S.R.20.01,2.922606015047022,NORMAL
S10085,1,0,841.7495538588439,goods,1,0,7.283701808549241,double,AWS,Down,5,0,0,13.439815575882236,2.7527085808499345,104.68913272715335,2,17.024159499024663,PR115,20.501868077018678,NORMAL
S10086,0,0,823.6650882344989,goods,3,0,5.170528964156519,single,ABS,Down,1,0,0,16.042796764102846,7.565945994928521,93.96559011941169,4,14.104809221801524,S.R.12.01,4.54630255950192,NORMAL
S10087,1,0,762.4193351377533,goods,5,0,4.160171765854512,single,ABS,Up,0,0,0,23.23924588106898,6.773548134300777,98.84367422287893,1,5.063232538992516,PR118,2.7387465418770174,NORMAL
S10088,0,0,703.2323106732515,express,3,0,8.321028227625646,double,ABS,Down,1,0,0,14.83566240223388,6.963982996934305,108.78747294220436,3,19.656787056590495,RE1,11.156299356534271,NORMAL
S10089,1,0,467.4126117858977,passenger,3,0,8.96344969298193,single,AT,Loop,1,0,0,9.26543188871494,0.14610257475850993,85.81630862394549,4,18.674112438476325,S.R.9.02,25.253736064602652,NORMAL
S10090,1,0,774.1564156911529,goods,1,0,7.601906889269307,multiple,ABS,Main,0,0,0,13.488735825638424,3.7285323295005766,89.72353837310983,0,19.962397501882126,PR112,14.491355969767737,NORMAL
S10091,1,1,684.8067124683324,goods,1,0,9.809846436369345,double,ABS,Up,0,0,0,18.17339057851687,3.2029871539429733,63.39507696748539,1,6.670436872484533,PR108,11.61946932143958,NORMAL
S10092,1,0,613.2383252992915,express,1,1,5.806165505707176,multiple,ABS,Loop,1,0,0,14.107724195151338,7.240435721954393,94.45947673177105,0,15.352015007961146,G&R.58,1.578860635418958,NORMAL
S10093,0,0,834.2410235414111,passenger,4,0,7.526180459083421,single,ABS,Main,4,0,1,19.063850340741585,0.27939123758161116,105.45758737107634,1,8.817079265342084,S.R.21.01,5.345013065362722,NORMAL
S10094,0,0,718.1420887186135,goods,1,0,6.27424549126215,multiple,AWS,Loop,2,0,0,8.843877390478593,9.342901205958162,77.07849017692806,0,14.415416517707028,G&R.51,6.1816277804483395,NORMAL
S10095,1,0,783.9786654667747,goods,4,0,9.511055167453364,single,ABS,Down,3,0,0,11.889420887837401,12.819715044765074,79.3771673184034,2,0.16881489224269774,M2,18.50982823328061,NORMAL
S10096,1,0,515.282147948165,express,4,0,6.8452130321473,double,ABS,Down,5,0,0,13.070475332776336,2.710669563018394,100.27938355337162,3,21.84738371997589,S.R.6.03,2.521513652192044,NORMAL
S10097,0,0,542.0821749662229,goods,5,1,5.504848869009612,double,AT,Loop,0,1,0,16.053391468547986,6.046046368749396,80.4843541849435,2,4.98885440736764,G&R.61,6.168970391248509,NORMAL
S10098,1,0,610.2020643630808,express,3,1,8.412111004319618,double,ABS,Loop,4,0,1,7.448732363534351,1.942486219213512,83.84146978840329,1,7.156426268278089,S.R.16.02,10.145398219921649,NORMAL
S10099,1,0,659.7505717446102,goods,4,0,9.189520446901048,double,AT,Down,0,1,0,27.296460668535023,0.9255411433823024,93.57454069844276,1,7.345523884376293,G&R.56,23.033591760445482,NORMAL
S10100,0,0,473.3043185174671,express,4,0,14.94825762994622,double,AT,Down,2,0,0,13.3359304652444,9.59601242792274,67.73339079691809,1,23.404785160810707,W4,34.65800219216505,NORMAL
S10101,1,0,427.819547288619,express,3,0,5.316521198581016,multiple,AT,Main,1,0,0,17.979971224312138,0.22791529636712096,82.95490704928763,2,10.242753931530517,PR117,12.0028569706347,NORMAL
S10102,0,0,400.38848157811185,passenger,3,1,4.627995074000463,single,ABS,Up,0,0,0,10.843261678408517,3.831882304026949,104.56050244149506,2,20.458522959361538,PR105,17.476471523022134,NORMAL
S10103,1,0,771.9599593741896,passenger,5,1,8.006602702291737,single,ABS,Up,3,0,1,18.205678801755802,5.219922861995456,88.25032394229846,0,22.529766270079215,S.R.8.03,28.46463036822765,NORMAL
S10104,0,0,537.2203281669301,goods,1,0,6.1267816401410045,double,ABS,Loop,3,0,0,10.606567662718613,3.6053671331801884,95.25634621508166,2,0.9152324332520925,ABS1,1.6868799248231263,NORMAL
S10105,1,0,719.7829234035544,express,3,0,6.531645674372845,single,AWS,Loop,1,1,0,11.327677290670637,4.779265062733512,115.56194949565494,4,11.205213918693328,SSI1,3.8813744769470655,NORMAL
S10106,1,0,654.2410017391011,goods,3,0,8.246814904504983,single,AWS,Down,3,1,0,12.760528714127378,5.4288549970172335,88.72958911997353,3,11.455466728289558,PR108,29.094173778305983,NORMAL
S10107,1,0,698.6829865843664,express,5,1,7.0680598649137885,single,AT,Loop,1,0,0,14.990991694484867,0.7024311053965425,93.76010391170377,0,1.176103124762573,G&R.69,6.898748618571439,NORMAL
S10108,1,0,443.2647309802716,passenger,1,0,9.000931078633696,single,ABS,Loop,2,0,0,14.088310445575923,2.7786255199349448,97.31334560408317,3,6.068230809410944,PR100,10.951419844869362,WAIT_120s
S10109,1,0,407.56978678513735,goods,4,0,7.2492917375668835,single,AT,Up,1,0,0,11.842434384466417,8.945884125665257,82.93215256661563,1,8.744792054621048,PR107,13.049910148081555,NORMAL
S10110,1,0,423.8208816470858,goods,3,0,8.461644319653374,single,ABS,Main,1,0,0,15.660876153238874,14.195767980957738,80.71247554594686,3,3.8830873756418445,S.R.13.01,15.296878409454342,NORMAL
S10111,1,0,578.1671320642673,express,4,1,7.362372845417893,double,ABS,Main,4,0,0,14.930722323515912,3.620838524036054,92.74958230762142,2,12.315130041677348,PR110,10.647324936113725,NORMAL
S10112,0,0,551.5208156085057,goods,5,1,5.427313830524382,double,ABS,Down,0,0,0,13.437406241810567,6.948873371516959,96.8146129607393,1,15.150901768126634,RE1,0.5579031918366641,NORMAL
S10113,1,0,563.6064610937179,goods,1,0,6.886446261698433,single,AT,Down,3,1,0,10.89833465402325,8.719821927915241,96.47943926437462,1,12.349723741369996,PR112,5.939017629715359,NORMAL
S10114,1,0,720.5763299894898,passenger,3,0,7.617582897659581,double,AT,Loop,2,0,0,6.643284411048753,17.900571106299278,101.8024493583677,2,12.425623832684323,PR113,59.47408558413698,NORMAL
S10115,1,0,612.138603459615,goods,1,1,8.3940918934567,multiple,ABS,Up,1,0,0,12.85228122987968,2.4519015368918007,96.31124445784815,1,16.372586005898945,G&R.63,3.376155200450141,NORMAL
S10116,1,0,677.0458686893276,express,3,0,5.100953908667025,single,AT,Main,3,0,0,12.155198129978304,3.305158792545831,94.4980439728404,1,19.602894554438162,PR103,0.2772673378984031,SPEED_60kmph
S10117,1,0,538.6369351197629,express,4,0,8.512632241874526,single,AT,Loop,0,0,0,14.809679155580254,2.0469179578403076,103.35145664780694,2,13.249897959437792,PR113,16.279967365010876,NORMAL
S10118,1,0,446.2398009683016,goods,5,0,6.24027438127858,single,ABS,Loop,3,0,0,8.408038786632243,0.2520746115018221,95.91081344613171,2,20.5958552575162,PR119,2.6153445496593313,NORMAL
S10119,0,1,678.5539736808414,express,5,0,9.25763785041785,double,AWS,Loop,0,0,0,9.796340543882444,1.0667237319582623,84.29715485131007,2,2.3441686158427073,PR116,2.726460741051091,NORMAL
S10120,1,0,673.1442465582089,express,3,0,8.797731789600588,double,ABS,Down,4,0,0,5.950826871556707,0.4843145758400012,102.09750410065936,2,16.047797972946316,PR106,7.143309565274506,NORMAL
S10121,1,0,757.4786315731739,passenger,3,1,7.094126518412027,single,ABS,Loop,1,0,0,15.963799650803294,0.10228563769732316,70.98844273001367,2,8.258054061715717,G&R.55,5.2597064839683325,NORMAL
S10122,0,0,706.2627430910525,goods,5,0,6.879246631116326,multiple,ABS,Up,3,0,0,17.50088698354424,1.969985375281023,117.41234109880418,1,8.039738142940449,S.R.11.02,5.822573139117042,NORMAL
S10123,0,0,712.0299863831303,goods,3,1,6.803793057268612,double,ABS,Loop,1,0,0,12.559348950087076,1.7983746856166654,101.00862289875937,1,1.9014518341136837,S.R.11.01,45.20404846175551,NORMAL
S10124,1,0,758.1661712297349,express,3,0,7.860506830726663,multiple,AT,Down,0,0,0,13.202671883676969,7.9121743315787665,84.23156314675124,2,7.30474613572156,PR112,7.887123070033624,NORMAL
S10125,0,0,765.8816879853897,express,1,1,11.15257534119881,single,AT,Loop,1,2,0,5.062718486286871,11.137722047626331,108.73332177819762,0,23.79485150129621,S.R.11.02,25.250106529193218,NORMAL
S10126,1,0,603.7389288351465,goods,4,0,5.092389324734692,double,ABS,Down,3,0,0,10.207200273312244,0.18165537080608396,92.17862947939248,2,21.532455913713864,PR107,2.970314987063322,NORMAL
S10127,0,0,730.2718461657855,express,5,1,10.935289350531963,single,AWS,Down,4,0,0,13.557445488418521,4.92455221889778,101.77050294855083,3,4.405627675906995,PR100,4.594514209075093,WAIT_120s
S10128,1,0,707.506013409324,goods,3,1,7.967121692942557,single,AT,Loop,4,0,0,16.18579765025656,4.428774898062323,86.23398838970903,5,22.436849954131326,S.R.6.01,12.672424418266283,ROUTE_LOOP
S10129,1,0,773.3973504621678,express,5,1,11.053863581584976,single,AWS,Up,3,0,0,11.479390775424742,4.310595529041315,67.72866992002076,4,15.136492199252771,PR108,6.539683736215988,NORMAL
S10130,0,0,445.98456680365007,express,4,0,13.937870762894601,multiple,ABS,Loop,1,0,0,15.18454386310751,0.22598531447311257,83.81016719980738,5,19.24871748869598,G&R.63,2.21616452178947,NORMAL
S10131,1,0,623.2032661326632,goods,3,0,5.734257141752341,double,ABS,Loop,0,0,0,16.789894998795546,3.1812171267768625,102.12828111892706,3,18.04857269118591,S.R.7.01,0.8913926478155523,NORMAL
S10132,1,0,531.045257180137,goods,1,0,8.784528416750227,multiple,ABS,Up,1,0,1,9.781248569340846,6.621186697000049,79.0882083561569,4,23.692976399023312,PR111,14.364542022249669,NORMAL
