section_id,line_type,is_electrified,block_length_km,loop_length_m,gradient_permille,curvature_class,max_speed_kmph,perm_speed_restr_kmph,signal_type,headway_min,section_capacity_tph,section_utilization,maint_block_active,maint_start_time,maint_end_time,train_id,train_type,priority_class,train_length_m,axle_load_tonnes,traction_type,accel_category,braking_category,origin_station,dest_station,stopping_pattern,sch_arrival_time,sch_departure_time,actual_arrival_time,actual_departure_time,delay_prev_checkpoint_min,dwell_scheduled_min,dwell_actual_min,buffer_time_min,time_of_day_hour,day_of_week,is_holiday,is_peak_hour,direction,overtake_planned,conflicts_next_15min,headway_ahead_min,headway_behind_min,crossings_junction,congestion_index,incident_flag,incident_type,weather_category,weather_severity,temp_speed_restr,worksite_severity,delay_next_min,high_delay_risk
SEC005,single,True,3.8,731.0,4.9,straight,130,70,automatic,10,23,0.92,False,2025-12-05 03:46:52,2025-12-05 07:30:52,Train_76384,express,1,440.0,21.5,electric,fast,standard,KZJ,MAS,non_stop,2025-12-05 22:18:05,2025-12-05 22:25:16,2025-12-05 22:37:40,2025-12-05 22:40:10,7.28,3.6,4.29,4.3,21.5,4,False,False,down,False,6,9.0,24.1,2,0.29,False,none,rain,0.84,False,high,36.9,True
SEC005,single,True,7.9,516.0,8.8,mild,130,0,absolute,7,18,0.51,False,2025-12-05 04:24:02,2025-12-05 08:30:23,Train_76505,passenger,3,886.0,22.9,electric,medium,standard,BPQ,HYB,limited_stops,2025-12-05 09:56:59,2025-12-05 10:00:36,2025-12-05 10:02:16,2025-12-05 10:09:10,5.56,2.8,3.45,3.1,9.1,1,False,True,up,False,7,9.0,3.0,2,0.23,False,none,rain,0.01,False,none,9.1,False
SEC002,single,True,5.7,1138.0,10.2,straight,110,0,absolute,3,12,0.45,False,2025-12-05 03:45:36,2025-12-05 08:47:33,Train_32326,express,3,654.0,21.8,electric,fast,standard,NDLS,HYB,all_stops,2025-12-05 14:51:05,2025-12-05 14:53:53,2025-12-05 14:58:15,2025-12-05 14:54:21,24.04,11.2,11.02,4.0,14.1,5,False,False,up,False,7,16.8,4.7,1,0.31,False,none,fog,0.31,False,none,27.3,True
SEC005,single,True,3.9,995.0,-14.3,straight,60,50,absolute,7,21,0.46,False,2025-12-05 05:29:17,2025-12-05 10:27:50,Train_86164,MEMU,3,735.0,22.6,electric,fast,advanced,DHNE,RC,all_stops,2025-12-05 13:14:14,2025-12-05 13:24:53,2025-12-05 13:19:36,2025-12-05 13:48:06,19.84,4.7,6.25,5.8,12.6,1,False,False,up,False,0,4.2,7.6,1,0.66,False,none,rain,0.85,False,none,38.1,True
SEC003,double,True,7.9,758.0,-2.9,straight,110,0,automatic,5,21,0.45,False,2025-12-05 04:19:08,2025-12-05 07:39:59,Train_28529,passenger,1,547.0,23.5,electric,fast,standard,KZJ,RC,non_stop,2025-12-05 22:03:40,2025-12-05 22:18:05,2025-12-05 22:21:15,2025-12-05 22:22:31,14.58,5.8,5.74,5.8,21.4,6,False,False,down,True,4,16.5,14.8,4,0.81,False,none,fog,0.04,False,none,24.3,True
SEC002,single,True,7.6,764.0,14.4,mild,130,0,automatic,3,11,0.64,False,2025-12-05 01:42:52,2025-12-05 06:28:23,Train_62692,passenger,2,586.0,21.5,diesel,medium,advanced,KZJ,BCT,non_stop,2025-12-05 20:55:14,2025-12-05 21:08:49,2025-12-05 21:14:17,2025-12-05 21:09:17,17.37,7.3,9.74,4.5,20.6,0,False,False,up,False,6,3.7,15.1,4,0.91,False,none,clear,0.65,False,none,39.3,True
SEC003,double,True,3.1,948.0,-13.1,straight,130,30,absolute,3,21,0.42,False,2025-12-05 05:20:06,2025-12-05 10:15:08,Train_12693,freight,2,432.0,21.1,electric,slow,standard,SC,RC,limited_stops,2025-12-05 15:59:10,2025-12-05 16:13:05,2025-12-05 16:00:35,2025-12-05 16:21:41,9.85,5.5,6.69,7.2,15.3,0,False,False,down,False,5,12.4,9.6,0,0.36,False,none,clear,0.8,False,none,28.2,True
SEC002,double,True,6.2,563.0,8.6,mild,130,0,MACL,7,14,0.45,False,2025-12-05 04:02:16,2025-12-05 07:44:04,Train_92073,MEMU,4,533.0,21.9,electric,fast,standard,KZJ,HYB,all_stops,2025-12-05 17:35:01,2025-12-05 17:47:01,2025-12-05 17:35:45,2025-12-05 17:57:49,10.05,5.7,5.77,3.9,17.4,3,False,True,up,False,4,18.5,6.9,0,0.8,False,none,rain,0.67,False,none,32.6,True
SEC005,double,True,4.3,602.0,-11.2,straight,110,0,automatic,5,8,0.81,False,2025-12-05 05:48:42,2025-12-05 07:56:32,Train_25036,passenger,2,472.0,19.8,electric,medium,standard,NDLS,MUE,non_stop,2025-12-05 14:50:32,2025-12-05 14:57:41,2025-12-05 15:01:43,2025-12-05 15:07:20,15.28,6.3,7.15,3.4,14.4,5,False,False,down,True,4,12.4,10.2,3,0.33,False,none,clear,0.16,False,none,25.2,True
SEC003,single,True,5.9,1093.0,9.7,mild,90,0,MACL,3,17,0.49,False,2025-12-05 03:41:02,2025-12-05 08:23:04,Train_79862,MEMU,2,492.0,23.4,diesel,medium,standard,NDLS,MAS,limited_stops,2025-12-05 15:17:54,2025-12-05 15:27:02,2025-12-05 15:21:49,2025-12-05 15:36:15,16.7,9.8,11.21,4.6,14.8,2,False,False,down,False,3,17.9,22.6,4,0.83,False,none,clear,0.9,False,none,38.0,True
SEC003,double,True,4.5,642.0,5.2,straight,110,0,MACL,3,17,0.52,False,2025-12-05 03:34:56,2025-12-05 08:06:20,Train_90679,passenger,2,833.0,18.7,diesel,medium,standard,DHNE,MUE,all_stops,2025-12-05 06:52:23,2025-12-05 06:56:48,2025-12-05 07:00:12,2025-12-05 06:57:38,8.9,5.6,6.26,6.0,6.8,5,False,False,up,False,4,7.7,18.6,0,0.69,False,none,clear,0.46,True,none,30.2,True
SEC003,single,True,4.7,1009.0,6.8,straight,90,30,automatic,3,23,0.51,False,2025-12-05 04:30:33,2025-12-05 10:12:44,Train_35637,passenger,2,548.0,23.1,dual,fast,standard,BPQ,RC,limited_stops,2025-12-05 06:48:17,2025-12-05 07:01:16,2025-12-05 06:54:00,2025-12-05 07:20:31,23.21,10.4,12.66,6.5,6.7,6,False,False,up,False,5,13.3,12.0,4,0.47,False,none,rain,0.37,False,low,30.2,True
SEC002,double,True,6.3,658.0,14.3,straight,110,50,MACL,7,12,0.74,False,2025-12-05 04:35:56,2025-12-05 07:53:34,Train_95444,MEMU,3,848.0,24.9,diesel,medium,standard,NDLS,RC,limited_stops,2025-12-05 19:00:50,2025-12-05 19:07:33,2025-12-05 19:02:07,2025-12-05 19:30:18,8.88,9.3,11.23,5.7,18.1,5,False,True,up,False,1,5.4,14.3,1,0.69,False,none,clear,0.62,True,low,32.9,True
SEC004,single,True,6.0,562.0,13.2,mild,60,0,absolute,10,19,0.45,False,2025-12-05 02:39:16,2025-12-05 07:29:29,Train_21089,MEMU,2,729.0,18.6,diesel,fast,standard,SC,BCT,non_stop,2025-12-05 22:14:40,2025-12-05 22:20:49,2025-12-05 22:22:14,2025-12-05 22:24:59,2.04,7.7,9.16,5.7,21.6,4,False,False,down,True,5,13.2,20.8,4,0.23,True,point_failure,clear,0.1,False,low,13.8,False
SEC005,double,True,5.2,1130.0,-5.9,straight,90,0,MACL,10,9,0.85,False,2025-12-05 02:05:31,2025-12-05 05:34:35,Train_14633,passenger,1,595.0,21.9,electric,medium,advanced,KZJ,MUE,limited_stops,2025-12-05 16:37:47,2025-12-05 16:51:13,2025-12-05 16:45:17,2025-12-05 16:58:06,22.47,4.6,4.53,2.4,16.5,2,False,False,up,False,1,14.8,23.7,2,0.27,False,none,rain,0.3,False,none,30.9,True
SEC003,single,True,3.6,1131.0,-3.7,mild,90,50,automatic,3,13,0.71,True,2025-12-05 03:32:40,2025-12-05 08:57:26,Train_53772,express,2,595.0,19.4,electric,medium,standard,SC,RC,limited_stops,2025-12-05 11:14:43,2025-12-05 11:17:21,2025-12-05 11:29:30,2025-12-05 11:36:38,14.79,7.1,7.09,6.7,10.5,5,False,False,down,False,0,12.1,15.6,4,0.77,False,none,clear,0.13,False,none,27.2,True
SEC004,single,True,8.3,924.0,-2.8,mild,110,0,MACL,5,19,0.4,False,2025-12-05 01:47:55,2025-12-05 05:14:58,Train_13196,express,3,892.0,19.2,diesel,slow,advanced,DHNE,MAS,non_stop,2025-12-05 15:59:50,2025-12-05 16:03:12,2025-12-05 16:12:36,2025-12-05 16:19:13,11.62,11.2,13.21,2.5,15.9,0,False,False,down,True,1,7.4,24.8,0,0.36,False,none,fog,0.07,False,low,11.4,False
SEC005,single,True,4.0,823.0,-9.6,straight,110,30,absolute,7,14,0.92,False,2025-12-05 01:29:16,2025-12-05 06:57:55,Train_28851,express,4,645.0,18.9,electric,slow,advanced,SC,MAS,non_stop,2025-12-05 14:41:33,2025-12-05 14:48:19,2025-12-05 14:50:07,2025-12-05 14:53:27,5.15,10.5,11.27,7.4,14.1,1,False,False,up,False,4,12.2,8.8,3,0.84,False,none,fog,0.48,False,none,33.7,True
SEC005,single,True,6.5,887.0,-3.6,sharp,110,0,MACL,5,12,0.42,False,2025-12-05 05:43:18,2025-12-05 10:46:44,Train_86261,MEMU,3,895.0,24.4,diesel,fast,advanced,DHNE,HYB,limited_stops,2025-12-05 12:57:03,2025-12-05 13:02:52,2025-12-05 13:04:53,2025-12-05 13:06:11,3.69,6.8,8.36,2.6,12.8,6,False,False,down,False,6,19.3,23.8,4,0.79,False,none,rain,0.35,False,none,21.8,True
SEC003,double,True,3.5,786.0,14.4,mild,60,30,automatic,3,20,0.61,False,2025-12-05 02:18:59,2025-12-05 05:34:00,Train_89196,express,2,612.0,22.5,electric,medium,standard,KZJ,MAS,all_stops,2025-12-05 08:33:05,2025-12-05 08:40:24,2025-12-05 08:51:35,2025-12-05 09:00:16,13.22,9.0,9.8,6.9,8.4,2,False,True,down,False,3,12.8,23.0,1,0.47,False,none,clear,0.78,False,none,35.2,True
SEC003,double,True,6.8,1030.0,-0.3,straight,90,0,MACL,5,15,0.5,False,2025-12-05 05:04:00,2025-12-05 08:28:55,Train_72189,MEMU,2,494.0,21.2,diesel,fast,standard,KZJ,MUE,limited_stops,2025-12-05 10:54:08,2025-12-05 11:03:52,2025-12-05 11:01:48,2025-12-05 11:27:51,9.36,2.0,3.48,2.3,10.5,3,False,False,up,False,0,19.9,19.4,3,0.24,False,none,clear,0.21,False,low,17.0,True
SEC002,single,True,3.5,1028.0,13.6,mild,130,30,MACL,5,22,0.7,False,2025-12-05 04:39:22,2025-12-05 07:37:31,Train_55528,express,2,524.0,19.9,electric,medium,standard,DHNE,RC,limited_stops,2025-12-05 13:14:49,2025-12-05 13:24:26,2025-12-05 13:26:30,2025-12-05 13:35:03,5.37,6.8,8.74,3.0,12.4,1,False,False,down,False,5,15.4,10.0,3,0.27,False,none,rain,0.53,False,high,24.3,True
SEC004,double,True,4.3,1073.0,-12.9,straight,130,70,absolute,3,19,0.65,False,2025-12-05 02:59:35,2025-12-05 06:34:30,Train_30082,express,4,532.0,21.2,electric,slow,standard,NDLS,MAS,non_stop,2025-12-05 20:13:02,2025-12-05 20:22:58,2025-12-05 20:28:31,2025-12-05 20:41:45,12.99,9.2,11.86,7.7,19.9,4,False,True,down,False,6,19.5,19.0,4,0.48,False,none,clear,0.8,False,none,35.3,True
SEC004,double,False,6.6,866.0,-13.8,mild,90,0,absolute,10,17,0.77,False,2025-12-05 02:53:50,2025-12-05 06:09:38,Train_42279,express,4,401.0,18.5,diesel,fast,standard,BPQ,MUE,limited_stops,2025-12-05 20:53:26,2025-12-05 21:00:27,2025-12-05 20:55:17,2025-12-05 21:05:28,-0.82,8.0,7.72,7.9,20.2,4,False,False,down,True,4,18.7,20.4,3,0.2,False,none,clear,0.7,False,none,23.2,True
SEC003,double,True,4.6,1061.0,2.3,straight,90,70,absolute,7,17,0.83,False,2025-12-05 04:51:22,2025-12-05 10:28:56,Train_42669,express,2,647.0,19.9,electric,slow,standard,DHNE,MUE,all_stops,2025-12-05 06:38:45,2025-12-05 06:49:10,2025-12-05 06:44:37,2025-12-05 06:52:29,10.19,5.2,5.68,6.8,6.4,1,True,False,up,False,1,13.3,5.9,4,0.7,False,none,clear,0.77,False,low,33.8,True
SEC005,single,False,5.9,609.0,7.1,sharp,130,70,automatic,5,16,0.74,False,2025-12-05 04:42:59,2025-12-05 07:37:29,Train_92280,passenger,4,465.0,24.5,electric,medium,standard,BPQ,BCT,non_stop,2025-12-05 20:15:44,2025-12-05 20:17:50,2025-12-05 20:27:02,2025-12-05 20:36:32,4.44,6.1,8.79,5.3,19.5,5,False,True,up,False,4,6.7,11.6,1,0.73,False,none,rain,0.79,False,none,36.1,True
SEC003,double,True,3.7,521.0,-8.5,straight,90,30,absolute,3,13,0.66,False,2025-12-05 01:12:24,2025-12-05 06:25:57,Train_53960,express,2,837.0,22.2,dual,fast,standard,KZJ,RC,limited_stops,2025-12-05 08:20:49,2025-12-05 08:34:03,2025-12-05 08:29:06,2025-12-05 08:55:36,8.48,9.5,11.37,3.1,7.8,4,False,True,down,True,7,8.0,17.4,4,0.3,False,none,rain,0.3,False,none,21.5,True
SEC005,single,True,4.1,954.0,0.1,straight,110,30,absolute,5,20,0.82,False,2025-12-05 05:43:21,2025-12-05 11:04:33,Train_41648,express,3,741.0,19.0,diesel,medium,advanced,BPQ,RC,all_stops,2025-12-05 19:53:39,2025-12-05 19:58:49,2025-12-05 20:08:50,2025-12-05 20:20:16,13.58,2.9,3.24,3.8,19.5,4,False,True,down,False,4,10.5,4.1,4,0.73,False,none,fog,0.38,False,low,33.2,True
SEC005,double,True,7.0,574.0,11.2,straight,90,0,automatic,7,8,0.87,False,2025-12-05 02:20:17,2025-12-05 05:01:32,Train_70251,express,3,562.0,23.2,electric,medium,standard,BPQ,BCT,limited_stops,2025-12-05 14:30:53,2025-12-05 14:37:31,2025-12-05 14:42:20,2025-12-05 14:55:57,6.27,10.8,10.94,5.2,13.6,5,False,False,down,False,3,18.5,4.5,0,0.73,False,none,clear,0.12,True,none,25.5,True
SEC003,double,True,3.2,885.0,7.9,straight,130,50,absolute,10,14,0.62,False,2025-12-05 01:21:28,2025-12-05 03:45:47,Train_91061,express,4,674.0,19.0,electric,medium,standard,DHNE,BCT,limited_stops,2025-12-05 07:48:07,2025-12-05 07:56:57,2025-12-05 08:05:34,2025-12-05 07:58:43,19.06,2.6,4.46,2.9,6.9,1,False,False,down,False,3,12.9,18.9,3,0.56,True,none,clear,0.01,False,none,27.8,True
SEC001,double,True,3.6,1005.0,-8.0,straight,60,0,automatic,3,8,0.6,False,2025-12-05 05:40:51,2025-12-05 10:00:12,Train_27549,express,4,428.0,21.2,diesel,fast,standard,DHNE,BCT,all_stops,2025-12-05 08:28:15,2025-12-05 08:30:30,2025-12-05 08:44:39,2025-12-05 08:53:06,7.54,11.5,13.55,2.3,8.5,3,False,True,down,False,0,12.7,6.8,3,0.21,False,none,rain,0.41,False,none,19.4,True
SEC004,double,True,4.2,785.0,-5.0,mild,90,0,absolute,3,9,0.42,True,2025-12-05 03:52:41,2025-12-05 07:44:06,Train_47588,passenger,4,534.0,23.8,electric,medium,standard,KZJ,MUE,limited_stops,2025-12-05 21:01:02,2025-12-05 21:11:34,2025-12-05 21:04:50,2025-12-05 21:34:57,1.7,6.9,8.36,6.7,20.6,6,False,False,down,False,2,10.4,9.3,1,0.63,False,none,clear,0.19,False,none,16.2,True
SEC005,double,True,3.1,531.0,-5.8,straight,110,0,MACL,10,21,0.41,False,2025-12-05 01:01:49,2025-12-05 05:22:25,Train_26245,MEMU,5,828.0,25.0,diesel,medium,standard,BPQ,MUE,non_stop,2025-12-05 10:01:40,2025-12-05 10:15:44,2025-12-05 10:06:00,2025-12-05 10:34:09,11.67,5.7,8.68,3.2,10.0,3,False,True,down,True,7,6.6,7.2,0,0.51,True,signal_failure,clear,0.36,False,none,19.4,True
SEC005,single,False,3.5,1121.0,6.6,straight,60,0,automatic,7,10,0.89,True,2025-12-05 05:23:35,2025-12-05 09:43:06,Train_44558,passenger,5,739.0,21.0,electric,medium,standard,BPQ,HYB,limited_stops,2025-12-05 10:52:40,2025-12-05 11:05:34,2025-12-05 11:09:41,2025-12-05 11:12:02,0.82,6.5,9.33,3.8,9.9,0,False,True,down,True,0,10.0,7.1,0,0.23,False,none,fog,0.63,False,none,27.5,True
SEC001,double,True,4.5,530.0,14.0,mild,90,0,absolute,3,18,0.89,False,2025-12-05 04:50:11,2025-12-05 07:27:59,Train_44826,passenger,3,883.0,21.1,electric,medium,advanced,BPQ,BCT,all_stops,2025-12-05 16:31:55,2025-12-05 16:39:34,2025-12-05 16:48:32,2025-12-05 16:40:42,3.3,4.2,5.52,2.5,16.3,3,False,False,down,False,2,6.2,3.7,2,0.79,False,none,clear,0.06,False,none,27.0,True
SEC002,single,True,3.5,1133.0,-6.6,straight,90,50,absolute,10,14,0.73,False,2025-12-05 02:33:18,2025-12-05 05:17:33,Train_27798,express,1,864.0,21.3,electric,medium,standard,BPQ,BCT,all_stops,2025-12-05 12:35:37,2025-12-05 12:43:22,2025-12-05 12:38:45,2025-12-05 12:59:22,2.67,4.0,4.75,7.0,12.5,5,False,False,down,False,2,12.3,13.9,1,0.31,False,none,clear,0.16,False,none,14.5,False
SEC001,single,True,7.8,537.0,2.6,mild,110,70,absolute,10,8,0.7,False,2025-12-05 01:56:34,2025-12-05 04:25:50,Train_68929,passenger,4,655.0,23.0,dual,fast,standard,SC,MUE,non_stop,2025-12-05 20:21:15,2025-12-05 20:31:06,2025-12-05 20:23:45,2025-12-05 20:54:47,16.19,10.7,10.72,6.8,19.6,6,False,True,up,True,7,3.7,10.6,0,0.5,False,none,clear,0.48,True,high,28.9,True
SEC001,double,True,3.4,1015.0,14.7,mild,60,0,automatic,3,22,0.92,True,2025-12-05 02:57:12,2025-12-05 05:21:31,Train_26613,express,2,857.0,23.3,electric,slow,advanced,DHNE,HYB,all_stops,2025-12-05 11:33:14,2025-12-05 11:41:23,2025-12-05 11:37:10,2025-12-05 11:52:59,18.38,6.3,6.91,6.7,11.3,4,False,False,down,False,4,6.4,9.2,1,0.55,False,none,clear,0.68,False,none,35.2,True
SEC005,double,True,7.7,1147.0,-10.3,straight,110,0,MACL,7,13,0.86,False,2025-12-05 05:08:58,2025-12-05 09:07:13,Train_43052,express,2,541.0,24.5,diesel,medium,standard,KZJ,BCT,non_stop,2025-12-05 13:02:20,2025-12-05 13:16:34,2025-12-05 13:12:56,2025-12-05 13:22:19,17.54,8.9,8.27,6.4,12.2,2,False,False,up,False,0,9.5,13.5,4,0.76,False,none,clear,0.05,False,none,27.9,True
SEC004,double,True,7.5,1135.0,4.8,straight,90,30,absolute,10,11,0.93,False,2025-12-05 02:53:34,2025-12-05 05:37:49,Train_37207,MEMU,3,703.0,20.0,electric,fast,standard,KZJ,BCT,all_stops,2025-12-05 11:37:57,2025-12-05 11:50:58,2025-12-05 11:56:47,2025-12-05 11:53:23,-0.78,3.6,6.15,7.8,10.9,4,True,False,up,False,2,14.9,13.8,1,0.62,False,none,rain,0.13,False,none,19.6,True
SEC001,double,True,3.6,1125.0,-5.0,straight,90,30,absolute,7,20,0.45,False,2025-12-05 01:07:34,2025-12-05 06:23:24,Train_96899,express,4,528.0,18.0,electric,slow,standard,NDLS,HYB,all_stops,2025-12-05 13:25:29,2025-12-05 13:37:29,2025-12-05 13:45:18,2025-12-05 14:01:38,7.14,11.1,10.88,2.6,12.7,1,False,False,up,False,0,12.7,13.0,1,0.6,False,none,clear,0.63,False,low,24.6,True
SEC002,double,True,3.1,1118.0,14.8,straight,90,30,absolute,7,11,0.95,False,2025-12-05 02:41:27,2025-12-05 08:25:59,Train_65864,express,3,535.0,22.9,diesel,fast,advanced,DHNE,HYB,limited_stops,2025-12-05 19:00:28,2025-12-05 19:08:11,2025-12-05 19:19:28,2025-12-05 19:33:02,18.52,3.4,5.13,2.3,18.9,5,False,True,up,False,2,15.7,7.0,4,0.73,False,none,clear,0.1,False,none,30.9,True
SEC003,single,True,3.3,857.0,-11.7,mild,110,50,automatic,10,23,0.6,False,2025-12-05 02:18:05,2025-12-05 04:59:19,Train_51214,freight,5,607.0,21.3,electric,medium,standard,NDLS,HYB,non_stop,2025-12-05 15:53:55,2025-12-05 16:02:46,2025-12-05 16:05:24,2025-12-05 16:13:15,19.82,8.3,7.75,6.3,15.3,1,True,False,down,True,3,17.3,19.8,3,0.6,False,none,rain,0.64,False,none,40.8,True
SEC001,single,True,6.2,890.0,-1.5,mild,90,70,absolute,10,10,0.7,False,2025-12-05 04:53:28,2025-12-05 09:57:35,Train_98417,freight,3,467.0,18.6,diesel,fast,advanced,BPQ,HYB,non_stop,2025-12-05 17:38:37,2025-12-05 17:50:35,2025-12-05 17:42:04,2025-12-05 18:04:39,2.04,9.3,11.12,4.6,17.1,0,False,True,down,False,6,7.5,20.9,3,0.73,False,none,clear,0.81,False,none,29.5,True
SEC001,double,True,6.7,934.0,-7.4,straight,110,0,MACL,10,14,0.47,False,2025-12-05 03:02:49,2025-12-05 07:37:04,Train_81221,passenger,1,799.0,20.1,electric,medium,standard,DHNE,MAS,non_stop,2025-12-05 12:51:54,2025-12-05 12:55:09,2025-12-05 13:06:32,2025-12-05 12:56:25,7.58,7.6,8.85,2.5,12.7,4,False,False,up,False,4,6.6,16.5,2,0.7,False,none,rain,0.34,False,high,25.8,True
SEC002,single,True,6.4,1127.0,-14.0,straight,60,70,automatic,10,12,0.72,False,2025-12-05 04:33:10,2025-12-05 07:05:30,Train_59637,passenger,1,867.0,18.6,electric,slow,standard,DHNE,RC,all_stops,2025-12-05 15:20:27,2025-12-05 15:27:57,2025-12-05 15:28:04,2025-12-05 15:35:02,1.21,10.7,12.87,3.5,15.2,5,False,False,down,False,5,4.1,15.8,1,0.3,True,signal_failure,clear,0.04,False,low,14.6,False
SEC004,double,False,6.0,1087.0,13.9,sharp,130,0,absolute,5,21,0.53,False,2025-12-05 05:09:41,2025-12-05 08:59:54,Train_85620,MEMU,3,615.0,18.9,electric,slow,advanced,BPQ,RC,non_stop,2025-12-05 16:04:20,2025-12-05 16:18:53,2025-12-05 16:12:12,2025-12-05 16:22:34,9.06,7.3,10.09,5.7,15.5,2,False,False,down,False,4,8.2,6.3,3,0.89,False,none,rain,0.65,False,none,35.0,True
SEC001,double,True,4.0,1048.0,2.0,mild,60,30,MACL,7,15,0.82,False,2025-12-05 01:34:57,2025-12-05 05:57:06,Train_24284,passenger,4,666.0,23.6,electric,medium,standard,DHNE,HYB,limited_stops,2025-12-05 11:36:34,2025-12-05 11:45:30,2025-12-05 11:48:21,2025-12-05 12:06:51,16.91,6.8,8.39,5.5,11.3,2,False,False,up,False,3,10.6,13.9,1,0.68,False,none,clear,0.24,False,none,32.3,True
SEC001,double,True,7.6,973.0,6.0,mild,90,50,MACL,5,20,0.57,False,2025-12-05 02:41:12,2025-12-05 07:00:12,Train_50911,MEMU,3,660.0,22.4,electric,fast,standard,KZJ,BCT,all_stops,2025-12-05 12:49:51,2025-12-05 13:01:43,2025-12-05 12:55:13,2025-12-05 13:25:42,1.43,4.5,3.79,3.7,12.4,5,False,False,up,False,0,6.8,10.5,0,0.3,True,signal_failure,rain,0.85,False,high,25.7,True
SEC004,double,True,4.8,933.0,3.6,sharp,110,50,MACL,7,15,0.57,False,2025-12-05 05:44:50,2025-12-05 10:27:45,Train_66288,express,2,643.0,19.8,electric,slow,advanced,DHNE,RC,non_stop,2025-12-05 14:28:10,2025-12-05 14:31:21,2025-12-05 14:34:59,2025-12-05 14:51:47,15.11,10.2,10.28,7.1,14.3,6,False,False,up,False,1,18.6,17.1,1,0.45,True,track_defect,rain,0.82,False,none,32.9,True
SEC002,single,True,8.4,1146.0,-10.5,straight,110,0,absolute,3,21,0.72,False,2025-12-05 03:00:15,2025-12-05 07:42:22,Train_36269,express,4,678.0,18.8,electric,medium,standard,DHNE,MAS,non_stop,2025-12-05 20:28:01,2025-12-05 20:42:32,2025-12-05 20:28:01,2025-12-05 20:57:37,-1.63,4.8,4.72,4.5,19.6,2,False,True,up,False,0,17.3,4.8,0,0.83,False,none,clear,0.51,False,none,29.8,True
SEC001,double,True,5.1,635.0,-9.9,mild,110,0,absolute,7,19,0.67,False,2025-12-05 04:58:43,2025-12-05 07:37:36,Train_53051,MEMU,5,698.0,19.7,electric,fast,advanced,BPQ,MAS,non_stop,2025-12-05 10:46:31,2025-12-05 10:52:25,2025-12-05 11:06:03,2025-12-05 11:10:56,11.49,6.9,7.63,6.9,10.7,3,False,False,down,False,4,18.2,12.2,3,0.64,False,none,fog,0.55,False,none,29.7,True
SEC004,single,True,4.4,635.0,3.8,mild,130,0,absolute,3,21,0.64,True,2025-12-05 04:31:44,2025-12-05 10:30:33,Train_80402,passenger,5,788.0,21.4,electric,fast,standard,NDLS,RC,non_stop,2025-12-05 18:33:55,2025-12-05 18:40:41,2025-12-05 18:36:28,2025-12-05 18:46:10,5.87,10.4,11.62,6.4,17.7,4,False,True,up,False,2,8.5,23.7,0,0.73,True,signal_failure,clear,0.17,False,none,21.0,True
SEC001,double,True,7.9,1188.0,8.4,straight,110,0,MACL,7,8,0.54,False,2025-12-05 04:39:15,2025-12-05 09:05:37,Train_55975,freight,1,796.0,20.0,electric,medium,standard,SC,BCT,all_stops,2025-12-05 19:23:56,2025-12-05 19:34:52,2025-12-05 19:28:53,2025-12-05 19:59:07,9.64,7.6,10.32,3.2,18.5,0,False,True,down,True,4,7.7,17.1,2,0.21,False,none,rain,0.1,False,none,10.2,False
SEC003,single,True,6.1,887.0,3.3,mild,110,0,MACL,7,23,0.56,False,2025-12-05 01:37:47,2025-12-05 05:44:37,Train_48337,express,3,669.0,19.1,electric,fast,advanced,KZJ,MAS,limited_stops,2025-12-05 09:08:19,2025-12-05 09:22:13,2025-12-05 09:14:11,2025-12-05 09:25:39,19.48,5.9,7.39,6.6,9.1,5,False,True,up,True,3,18.0,10.1,3,0.23,False,none,clear,0.89,False,none,38.1,True
SEC005,double,True,7.0,838.0,2.1,straight,60,50,MACL,10,12,0.66,False,2025-12-05 05:25:58,2025-12-05 09:18:13,Train_42301,passenger,3,724.0,18.2,dual,slow,standard,KZJ,MUE,non_stop,2025-12-05 16:33:28,2025-12-05 16:42:04,2025-12-05 16:51:14,2025-12-05 16:51:04,23.6,4.4,6.12,2.2,16.2,4,False,False,up,False,1,15.1,6.6,1,0.68,False,none,rain,0.38,False,none,33.5,True
SEC003,double,True,5.2,1095.0,7.4,sharp,90,30,automatic,10,22,0.7,False,2025-12-05 03:34:11,2025-12-05 06:22:24,Train_12558,express,2,501.0,22.1,diesel,medium,standard,BPQ,MAS,non_stop,2025-12-05 16:03:38,2025-12-05 16:17:11,2025-12-05 16:11:45,2025-12-05 16:38:14,6.3,11.6,12.08,6.8,15.4,3,False,False,down,True,6,8.9,4.2,1,0.21,False,none,fog,0.67,False,none,22.7,True
SEC001,double,True,7.9,1095.0,-7.7,mild,60,0,MACL,3,11,0.49,False,2025-12-05 05:43:53,2025-12-05 09:06:24,Train_68742,express,1,817.0,21.6,electric,slow,standard,DHNE,BCT,limited_stops,2025-12-05 19:13:54,2025-12-05 19:28:14,2025-12-05 19:14:16,2025-12-05 19:49:02,10.73,8.8,10.28,4.9,19.2,5,False,True,down,False,4,6.9,20.0,3,0.56,False,none,clear,0.86,False,none,35.9,True
